"sep=,"
path,Eact,Gact,EDA_pauli,EDA_bonding,EDA_elstat,EDA_oi,AA_mulliken,AA_eldens,AA_hirshfeld,AA_voronoi,HOMO_coeff,HOMO_energy,LUMO_coeff,LUMO_energy
achiral_catalyst.NMe2_Ph_SnCl4.vacuum\sub_cat_complex,0.000790659117763326,0.020450141233055774,0.1255640761458115,-0.04892964045266726,-0.09392860719913187,-0.06259512798568385,0.07350058193889719,127.10672978551175,0.04775058808579136,0.5019957452441295,0.2405064351252588,-0.22792269815412394,0.14456259175558764,-0.13087866392500622
achiral_catalyst.NMe2_Ph_TiCl4.vacuum\sub_cat_complex,0.003644789071845622,0.025096715234644407,0.12575715601729656,-0.05431529229042488,-0.10092358478885899,-0.06150273109419801,0.09674737674674283,127.11313273185743,0.047704630818195204,0.4990016802651267,0.24688010115511308,-0.22779416234476826,0.21288851608787365,-0.13635171626103287
achiral_catalyst.NMe2_Ph_ZnCl2.vacuum\sub_cat_complex,-0.0011792327900304045,0.01872527312679395,0.10529809594057615,-0.05015310045284901,-0.09369191529140153,-0.050503115686181446,0.06797269298324604,127.11473834501659,0.04659848704152858,0.49233569165977276,0.1523349105659344,-0.22502412167047808,0.5966088687039843,-0.1097262831820896
achiral_catalyst.NMe2_o-FPh_AlF3.vacuum\sub_cat_complex,0.0027109016389097462,0.020333795547857747,0.10804093439178236,-0.09342103977934216,-0.1171051116247952,-0.07525030149657114,0.06385688794967148,127.11086207021653,0.057819573724627316,0.5014704273876949,0.21651074305918067,-0.2337366790941776,0.5915342674373764,-0.12163791837371611
achiral_catalyst.NMe2_o-FPh_BF3.vacuum\sub_cat_complex,-0.0018746474797026735,0.017586913645216917,0.19066132027267432,-0.06932754058634191,-0.1322585971843182,-0.12032737295515758,0.09054051702566746,127.11192180538072,0.057061626753833083,0.5134389361997709,0.23910308215370307,-0.2303944504707766,0.5847460463124706,-0.11652808891496626
achiral_catalyst.NMe2_o-FPh_I2.vacuum\sub_cat_complex,0.004585253364918884,0.026792483507819043,0.0465240697104997,-0.021360114114819334,-0.03287574050608555,-0.0251559689777949,0.07220024055127006,127.1289665391293,0.03819194743509813,0.5029242879415636,0.05285914284360844,-0.1941257037905617,0.0684994778580374,-0.12030355461834795
achiral_catalyst.NMe2_o-FPh_SnCl4.vacuum\sub_cat_complex,-7.379602187285172e-05,0.019772205723236347,0.12460735757711491,-0.04883642729809862,-0.09301114521008458,-0.06202890101788866,0.06989596277624877,127.11399554972688,0.04261162756620884,0.49669551555005453,0.23796464942957588,-0.23131290146455233,0.14970093121653041,-0.13315797002193763
achiral_catalyst.NMe2_o-FPh_TiCl4.vacuum\sub_cat_complex,0.002545419704602203,0.022326067637944647,0.12531715092120982,-0.05420681246881971,-0.10041141012243315,-0.06099354514552157,0.0911556962313762,127.11865362901959,0.04978006512436817,0.5018838959451561,0.24288075912016815,-0.23134710339932943,0.21426174610561702,-0.1386912407172221
achiral_catalyst.NMe2_o-FPh_ZnCl2.vacuum\sub_cat_complex,-0.0017225066956347845,0.018045410689143004,0.10519290288666688,-0.050093643224885465,-0.0929012584024349,-0.05056027581041295,0.059962853883084755,127.11730319411772,0.03726924305614876,0.4980146488262682,0.06401441255507478,-0.2274669402938966,0.587517480497941,-0.11284413958152605
achiral_catalyst.NMe2_m-FPh_AlF3.vacuum\sub_cat_complex,0.004164180650520599,0.02366215208453326,0.107849332886085,-0.09202708651139321,-0.11613005990813008,-0.0747841851972362,0.06957659530599702,127.11333141746812,0.05552429756283539,0.49655747667594374,0.19529513357519182,-0.23408368837069546,0.5886158178704284,-0.12396644582960642
achiral_catalyst.NMe2_m-FPh_BF3.vacuum\sub_cat_complex,-0.0012845623317891963,0.018066844175097074,0.18811293596902956,-0.06766257554664994,-0.13019351600630102,-0.11831666861805505,0.0992854908815275,127.11374194054792,0.05457726971617616,0.5158557982809762,0.2233028490370319,-0.23110981169947678,0.5797985777861663,-0.11937508612209549
achiral_catalyst.NMe2_m-FPh_I2.vacuum\sub_cat_complex,0.005406231532878003,0.02703673867372114,0.04417189513979157,-0.019926827150103854,-0.03135031574004188,-0.023582071462877944,0.07790307691708076,127.12897558640927,0.042549573391468476,0.5051344696663111,0.06270686639075203,-0.19208801467431347,0.08014668094462996,-0.1184062452502491
achiral_catalyst.NMe2_m-FPh_SnCl4.vacuum\sub_cat_complex,0.0007996684591722314,0.020535226783629845,0.12194787370728696,-0.04668607688520793,-0.09054931158425461,-0.06007723960421272,0.07423371776283982,127.11350083431915,0.04490643143006523,0.4953919637310009,0.22873872381155394,-0.23308766925377414,0.15935712121998258,-0.1331503735847496
achiral_catalyst.NMe2_m-FPh_TiCl4.vacuum\sub_cat_complex,0.003664770538255091,0.02292276501895607,0.12195739159819843,-0.05243514305599923,-0.09766594226175584,-0.05908703158820714,0.0990121153858814,127.11624171855873,0.044544359270776934,0.5062907864384072,0.2336559095881479,-0.23281752541650474,0.21579581779071186,-0.13855664278741117
achiral_catalyst.NMe2_m-FPh_ZnCl2.vacuum\sub_cat_complex,-0.0016309613798126676,0.01859985768157113,0.10400346128500748,-0.04796178462690433,-0.09105485954228243,-0.04922653726198358,0.06210147070409722,127.11813862060473,0.043246528470281875,0.5006000345138313,0.03726988379963038,-0.2278197240575651,0.5784295924141042,-0.11424880158074631
achiral_catalyst.NMe2_p-FPh_AlF3.vacuum\sub_cat_complex,-0.002328929193688545,0.0181666528180644,0.10795709635287373,-0.09332324872129127,-0.117160967660908,-0.07514079365215676,0.06410816203186442,127.10442059274217,0.059091912543844716,0.4958285356617993,0.19586358245210642,-0.22955596940375883,0.6004294120047796,-0.1206428559780668
achiral_catalyst.NMe2_p-FPh_BF3.vacuum\sub_cat_complex,-0.0011611628137657704,0.018408068616691864,0.19156299764520862,-0.0693196745533574,-0.13277673040832383,-0.12081182148371712,0.09276292025954813,127.1051860855293,0.05828572507955876,0.5131388297223047,0.2176684306758443,-0.2262931202457519,0.5944449843486967,-0.11592313564428057
achiral_catalyst.NMe2_p-FPh_I2.vacuum\sub_cat_complex,6.290543914122537e-05,0.017569506403703805,0.04521850764357026,-0.0211040452593393,-0.032272218102093575,-0.024580282273936185,0.07401024623762886,127.12231709370381,0.04265451743563642,0.5048835275007959,0.06155359397600311,-0.19377320333676876,0.0648249480301929,-0.11993527517945388
achiral_catalyst.NMe2_p-FPh_SnCl4.vacuum\sub_cat_complex,0.001028426434546148,0.02052128613227122,0.12533465448579686,-0.048929975715510776,-0.09373943700313703,-0.06251178085625102,0.07214276524785035,127.10717410593315,0.046289573825020414,0.4966505383398778,0.21358142197132546,-0.22767009755642464,0.1435071084723128,-0.13292407881892535
achiral_catalyst.NMe2_p-FPh_TiCl4.vacuum\sub_cat_complex,0.003814923421334271,0.02324716207812383,0.12527056115657162,-0.05419594733679608,-0.10046455840750923,-0.06125527721281273,0.09510140100153563,127.10958075624208,0.052804191083916985,0.502138705378572,0.2239363747728349,-0.22744219647414082,0.20330572889269016,-0.13808923103562945
